,DOB,Image,Summary,Name
209,09-07-1925,https://upload.wikimedia.org/wikipedia/commons/c/c8/Guru_Dutt_dans_Mr_and_Mrs_55_%281955%29.jpg,"Vasanth Kumar Shivashankar Padukone (9 July 1925 – 10 October 1964), better known as Guru Dutt, was an Indian film director, producer and actor. He made 1950s and 1960s classics such as Pyaasa, Kaagaz Ke Phool, Sahib Bibi Aur Ghulam and Chaudhvin Ka Chand. In particular, Pyaasa and Kaagaz Ke Phool have been included among the greatest films of all time, Pyaasa by Time magazine's ""All-TIME"" 100 best movies list[1] and by the 2002 Sight & Sound critics' and directors' poll,[2] where Dutt himself is included among the greatest film directors of all time.[3]
",Guru Dutt
210,,,"Gurukiran or Gurukiran Shetty is a music director of the Kannada film industry in India.[1] He started his career as a music director of the Kannada movie A, directed and acted by Upendra. His music for his next movie Upendra further consolidated his position in Kannada movie industry. He is a native of Mangalore and his mother tongue is Tulu. He has also acted in several movies in side (character) roles and also sung several songs. He is popular in Kannada cinema for his foot-tapping musical scores.
",Gurukiran
211,,,"Guruprasad is an actor and director in the Kannada film industry. His debut as a director was the 2006 film Mata which became a cult hit and his second movie as a director is Eddelu Manjunatha.[1] Both the films were received with rave reviews and were considered for many award categories. He is known for portraying satire in a realistic way on the screen.[2]
",Guruprasad
212,,,"Gopichand Lagadapati (Telugu: గోపీచంద్ లగడపాటి), also known as Gopi, is an Indian film actor, writer, director and producer.[1] He made his acting debut in the Telugu film Anand,[2] directed by Sekhar Kammula, and debuted as a producer on the film Mr. Medhavi.[3]
",Gopichand Lagadapati
213,,,"Hamsavardhan is an Indian film actor who has acted in Tamil language films. He is the son of Malaysian Tamil actor Ravichandran.
",Hamsavardhan
214,,,"Harbhajan Mann (born 30 December 1965) is an Indian-Canadian singer, actor and film producer associated with Punjabi music and cinema.[1][2] His movies include Jee Aayan Nu (2002), Asa Nu Mann Watnan Da (2002), Heer Ranjha (2009) and Jag Jeondeyan De Mele (2009).
",Harbhajan Mann
215,,,"Nandamuri Harikrishna (2 September 1953 – 29 August 2018) was an Indian film actor, producer and politician who was the Member of Parliament in the Rajya Sabha from Andhra Pradesh. He was known for his works in Telugu cinema. Harikrishna was the fourth son of Telugu matinee idol, and former Chief Minister of Andhra Pradesh, N. T. Rama Rao. Harikrishna was the father of actors N. T. Rama Rao Jr., and Nandamuri Kalyan Ram.[2]
",Harikrishna Nandamuri
216,01-08-1975,https://upload.wikimedia.org/wikipedia/commons/c/c7/HarishKumar.jpg,"Harish Kumar (born 1 August 1975) is an Indian film actor.
",Harish Kumar
217,,,"Harish Raj (Kannada: ಹರೀಶ್ ರಾಜ್; born 26 July) is an Indian film actor, television actor, and director based in Kannada Film Industry. He made his acting debut in the television serial Hosa Chiguru Hale Beru in 1996 and his debut in feature films was with Doni Saagali in 1998.[1] After featuring in a string of films and serials, Raj moved into film direction with Kalaakaar (2009). He also acted in several Hindi, Tamil, Telugu, Malayalam television serials and Hindi films. He also performed in television commercials.[citation needed]
",Harish Raj
218,16-12-1983,https://upload.wikimedia.org/wikipedia/commons/4/45/Harshvardhan_Rane_graces_Vogue_Beauty_Awards_2017.jpg," Harshavardhan Rane (born 16 December 1983) is an Indian film actor known for his works in Telugu cinema. He is best known for Thakita Thakita (2010), Prema Ishq Kaadhal (2013) and Anaamika (2014).[2][3] In 2016, he made his Bollywood debut with Sanam Teri Kasam which received mixed reviews.[4]
",Harshvardhan Rane
219,,https://upload.wikimedia.org/wikipedia/commons/3/33/Harisree_Ashokan_2007.jpg,"Harisree Ashokan is an Indian film actor and director who is known for his comedy roles in Malayalam films. Ashokan has acted in more than 100 Malayalam films.[1] He started his career as a mimicry artist in the troupe Harisree and then worked in Kalabhavan.[2]
",Harisree Ashokan
220,13-11-1980,https://upload.wikimedia.org/wikipedia/commons/d/d1/Harman_baweja.jpg,"Harman Baweja (born 13 November 1980)[1] is an Indian actor, film producer and entrepreneur. He debuted in Bollywood with Love Story 2050.
",Harman Baweja
221,22-03-1998,https://upload.wikimedia.org/wikipedia/commons/a/a6/The_Director_General_%28M%26C%29_%26_Director%2C_DFF%2C_Shri_S.M._Khan_with_the_Director%2C_Shri_Nila_Madhab_Panda%2C_noted_Actor_Shri_Gulshan_Grover%2C_the_Child_Actor%2C_Harsh_Mayar_and_Ms._Ritu_Rath.jpg,"Harsh Mayar (born 22 March 1998) is an Indian film actor working in Hindi Bollywood films. He won the National Film Award for Best Child Artist for his work in 2011 film I Am Kalam.[1]
",Harsh Mayar
222,19-12-1985,https://upload.wikimedia.org/wikipedia/en/b/bf/Hiran_new_photo.jpg,"Hiran Chatterjee is an Indian Bengali film actor, writer, singer, producer, businessman and politician.[1][2]
",Hiran Chatterjee
223,,,"Hiten Paintal (born 19 December 1978) is an Indian film and television actor. He is the son of veteran actor Kanwarjit Paintal and made his debut in the musical Tere Liye. He quit television in early 2008 and since then has been working on a few films. His next film titled ""30 Minutes"" releases on 11 November 2016 all over the world.[1]
",Hiten Paintal
224,10-01-1974,https://upload.wikimedia.org/wikipedia/commons/9/9c/Hrithik_at_Rado_launch.jpg,"Hrithik Roshan (English:  /ˈrɪtɪk ˈrɒʃən/, born 10 January 1974) is an Indian actor who appears in Bollywood films. He has portrayed a variety of characters and is known for his dancing skills. One of the highest-paid actors in India, he has won many awards, including six Filmfares, four for Best Actor and one each for Best Debut and Best Actor (Critics). Starting in 2012, he appeared in Forbes India's Celebrity 100 based on his income and popularity.
",Hrithik Roshan
225,,,"Himesh Reshammiya (born 23 July 1973) is an Indian music director, lyricist, composer, producer, singer, screenwriter and film distributor who predominantly works in Bollywood.[2] He started his career as music director in the film Pyaar Kiya To Darna Kya in 1998 and he made his acting debut with the film Aap Kaa Surroor in 2007.[3]
",Himesh Reshammiya
226,14-01-1915,https://upload.wikimedia.org/wikipedia/commons/c/c9/Honnappa_Bhagavathar_1948.jpg,"Honappa Bhagavatar, also known as C. Honnappa Bhagavathar (born Honappa, 14 January 1915 – 2 October 1992, Kannada: ಹೊನ್ನಪ್ಪ ಭಾಗವತರು, was an Indian theatre artist, film actor, producer, musician and singer.[1] He was best known as a singer and as one of the pioneers of Kannada cinema. He was also active in Tamil cinema. His son Bharath Bhagavathar was also an actor who worked in Kannada films and serials.
",Honnappa Bhagavathar
227,,,"Honnavalli Krishna  is an Indian film actor[1] in the Kannada film industry. Some of the notable films of Honnavalli Krishna as an actor include Ratha Sapthami (1986), Aasegobba Meesegobba (1990), Bhootayyana Maga Ayyu (1974), Janumada Jodi (1996).
",Honnavalli Krishna
228,09-02-1914,https://upload.wikimedia.org/wikipedia/en/f/fc/Hunsur-Krishnamurthy-pic.jpg,"Hunsur Krishnamurthy (9 February 1914  – 13 February 1989)[1] was an Indian playwright, film director, producer, actor, screenwriter and lyricist in Kannada cinema.
",Hunsur Krishnamurthy
229,15-11-1970,,"Hyder Kazmi[1] (15 November 1970) is an Indian film actor, director, and producer. He started his career with the movie Patth, after which he did several more movies.
",Hyder Kazmi
230,16-02-1920,https://upload.wikimedia.org/wikipedia/en/3/39/I.S.Johar-pic.jpg,"Inder Sen Johar (16 February 1920 – 10 March 1984),[1] better known as I. S. Johar, was an Indian actor, writer, producer and director.
",I. S. Johar
231,22-02-1920,https://upload.wikimedia.org/wikipedia/en/9/93/Iftekhar_Khan_%28d.1995%29.jpg,"Sayedna Iftekhar Ahmed Sharif (22 February 1920 – 4 March 1995), often mononymously credited as Iftekhar, was an Indian actor who mainly worked in Hindi cinema. He is especially known for his roles as a police officer.
",Iftekar
232,,,"Imran Hasnee(born 1st December 1972) is an actor[1] who has worked in the Hollywood films A Mighty Heart and Slumdog Millionaire, and played lead as well as character roles.
",Imran Hasnee
233,13-01-1983,https://upload.wikimedia.org/wikipedia/commons/f/f3/Imran_Khan_The_Front_Row.jpg,"Imran Khan (pronounced [ɪmraːn ˈxaːn]; born Imran Pal 13 January 1983) is an American film actor of Indian origin,[1] who appears in Hindi films. He is the nephew of actor Aamir Khan and director-producer Mansoor Khan, and the grandson of director-producer Nasir Hussain. He appeared as a child artist in the films Qayamat Se Qayamat Tak (1988) and Jo Jeeta Wohi Sikander (1992).
",Imran Khan
234,17-12-1979,https://upload.wikimedia.org/wikipedia/commons/7/7d/Indrajith.jpg,"Indrajith Sukumaran (born 17 December 1979) is an Indian film actor and playback singer. He predominantly works in Malayalam cinema and occasionally acts in Tamil, English, Telugu, and Hindi films. He has acted in nearly 90 films. Indrajith was born to the actors Sukumaran and Mallika Sukumaran and elder brother of actor Prithviraj Sukumaran.
",Indrajith Sukumaran
235,,https://upload.wikimedia.org/wikipedia/commons/0/06/Indrans.jpg,"Surendran Kochuvelu, better known by his stage name Indrans, is an Indian film actor and former costume designer, who appears in Malayalam films. He is popular for his comedy roles and has starred in over 500 films.
",Indrans
236,01-11-1986,https://upload.wikimedia.org/wikipedia/commons/0/05/Ileana_D%27Cruz_grace_the_trailer_launch_of_Raid_%2816%29_%28cropped%29.jpg,"Ileana D'Cruz (born 1 November 1986)[1] is an Indian film actress who appears mainly in Telugu and Hindi films, but also in Tamil films.
",Ileana D'Cruz
237,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Inderpal_Singh_Portfolio_pic.JPG,"Inderpal Singh (IPA: [ɨɲɖɚɾɸɑ̃ɭ ʂɨɲɠħ]; is an Indian television anchor, film actor and writer. He made his film debut in 2006 in Dibakar Banerjee's comedy drama film Khosla Ka Ghosla,[1] which won the National Film Award For Best Feature Film in India. Despite its small budget, upon release the film was a commercial success.[2] Although Inderpal Singh just had a small cameo in the movie, he was later signed up for two bigger budget movies – Vicky Donor as taya ji[3][4][5] and Besharam as bhura paaji.[6]
",Inderpal Singh
238,,,"Innocent Vareed Thekkethala (born 4 March 1948), better known mononymously as Innocent, is an Indian film actor and politician. He served as the Member of Parliament in the 16th Lok Sabha of India representing Chalakudy constituency. He predominantly works in Malayalam cinema in addition to Bollywood, English, Tamil, and Kannada films, mostly in comedic roles. He has acted in more than 750 films and has won several awards, including three Kerala State Film Awards.
",Innocent Vincent
239,07-01-1966,https://upload.wikimedia.org/wikipedia/commons/a/ac/Irrfan_Khan_May_2015.jpg,"Irrfan Khan, also credited as simply Irrfan, is an Indian film actor, known for his work predominantly in Hindi cinema, as well as his works in British films and Hollywood.[2][3] In a film career spanning almost thirty years and featuring in more than fifty domestic films, Khan has received numerous awards, including a National Film Award and Filmfare Awards in four categories. Film critics, contemporaries and other experts consider him to be one of the finest actors in Indian cinema for his versatile and natural acting.[4][5] In 2011, he was awarded the Padma Shri, India's fourth highest civilian honour for his contribution to the field of arts.[6]
",Irrfan Khan
240,14-11-1979,https://upload.wikimedia.org/wikipedia/commons/9/9c/Inaamulhaq_during_Cannes_Film_Festival_2018.jpeg,"Inaamulhaq (born 14 November 1979) is an Indian actor and screenwriter[3] who has been part of several commercial and critically acclaimed Bollywood films, including Filmistaan,[4] Jolly LLB 2 and Airlift. After winning many accolades for his performances from the audience, jury and critics Inaamulhaq has bagged the Best Actor Award at the DCSAFF (Washington DC South Asian Film Festival) for outstanding performance in his latest film Nakkash.[5][6] and Best Actor Award at India International Film Festival of Boston (IIFFB) 2019.[7]
",Inaamulhaq
241,05-08-1927,https://upload.wikimedia.org/wikipedia/en/3/3a/J._P._Chandrababu.jpg,"Joseph Panimayadas Chandrababu Rodriguez  (1927–1974) was an Indian film comedian, actor, director, singer and dancer, whose Chaplinesque style on-screen movements and singing style made him popular from the late 1940s to the early 1970s. He had a mastery of the Madras Bashai, a dialect unique to the Madras region.
His slapstick style of comedy has been emulated by subsequent actors. Many of his songs have remained popular.
",J. P. Chandrababu
242,30-06-1928,https://upload.wikimedia.org/wikipedia/en/4/4f/J.V.Somayajulu-pic.jpg,"Jonnalagadda Venkata ""J. V."" Somayajulu (30 June 1928 – 24 April 2004) was an Indian film actor known for his works in Telugu cinema and a few Tamil, Malayalam,Kannada and Hindi films.[1] In 1980, he received the Filmfare Award for Best Actor – Telugu for his work in the classic Sankarabharanam. On the centenary of Indian cinema, Forbes included his performance in the film among the 25 Greatest Acting Performances of Indian Cinema.[2]  He also acted in the most admired Hindi film Jaag Utha Insan with Mithun Chakraborty and Sridevi, directed by K. Vishwanath.
",J. V. Somayajulu
243,01-02-1957,https://upload.wikimedia.org/wikipedia/commons/9/98/Jackie_Shroff_graces_the_screening_of_Sonata.jpg,"Jai Kishan Kakubhai ""Jackie"" Shroff (born 1 February 1957) is an Indian actor. He has been in the Hindi cinema (Bollywood) industry for almost four decades and as of 2017[update] has appeared in more than 220 films in thirteen languages (Hindi, Konkani, Kannada, Marathi, Oriya, Punjabi, Bengali, Malayalam, Tamil, Telugu, Bhojpuri, Gujarati, and English language).[3][4] He has won four Filmfare Awards among other accolades. He has also appeared in several successful short films.
",Jackie Shroff
244,25-12-1984,https://upload.wikimedia.org/wikipedia/commons/6/62/Jackky_Bhagnani_grace_Ramesh_S_Taurani%E2%80%99s_Diwali_bash.jpg,"Jackky Bhagnani (born 25 December 1984) is an Indian Bollywood actor, music curator[1][2] and film producer. He is the son of Indian producer Vashu Bhagnani. He made his acting debut in 2009 with Kal Kissne Dekha, appeared in the moderately successful F.A.L.T.U in 2011, and most recently played the lead in Mitron[3].
",Jackky Bhagnani
245,12-06-1955,https://upload.wikimedia.org/wikipedia/commons/1/1d/Jagadish_-_Thriller_Express_-_Asianet_Tour_-_Atlanata.jpg,"P. V. Jagadish Kumar (born 12 June 1955), popularly known as Jagadish, is an Indian film actor and screenwriter. He has starred in over 400 Malayalam films. He is best known for his comic performances.
",Jagadish
246,,https://upload.wikimedia.org/wikipedia/commons/d/d3/Jagapathi_Babu_at_62nd_Filmfare_awards_south.jpg,"Jagapati Babu (pronunciation (help·info); born Veeramachaneni Jagapatirao Chowdary) is an Indian film actor known for his works predominantly in Telugu cinema in addition to a few Tamil and Malayalam films.[1] In a career spanning 31 years, Jagapati Babu has starred in over 120 feature films, and has received 4 Filmfare Awards and 7 state Nandi Awards.[2]
",Jagapati Babu
247,,,"Sreekumar P. K. (born 5 January 1951), better known by his stage name Jagathy Sreekumar, is an Indian film actor[1] who has starred in over 1000 Malayalam films in a career spanning almost four decades.[4][5][6] Hailed as one of the greatest comedians of all-time in Malayalam cinema, he is also known for his highly nuanced character roles. He is the son of acclaimed dramaturge and writer, the late Jagathy N. K. Achary.[7]
",Jagathy Sreekumar
248,29-03-1939,https://upload.wikimedia.org/wikipedia/commons/5/58/Jagdeep_%28actor%29_at_the_Dadasaheb_Phalke_Academy_Awards_2010.jpg,"Syed Ishtiaq Ahmed Jafri (born 29 March 1939), better known as his stage name Jagdeep, is an Indian film actor and comedian who has appeared in more than 400 films. He is especially known for his comic roles. He played Soorma Bhopali in Sholay (1975), Machchar in Purana Mandir (1984), Salman Khan's dad in Andaz Apna Apna (1994) and directed the movie Soorma Bhopali, with his character as the protagonist.[1]
",Jagdeep
249,,https://upload.wikimedia.org/wikipedia/en/5/55/Jagdish-Raj-pic.jpg,"Jagdish Raj Khurana (Hindi: जगदीश राज खुराना; 1928 – 28 July 2013) was a Bollywood actor who holds a Guinness World Record for being the most type-cast actor.[1] He played a police inspector in 144 films.[1]
",Jagdish Raj
250,17-03-1963,,"Jaggesh is an Indian actor, director, producer and politician who predominantly works in Kannada film industry and is very famous by his screen name as ""Navarasa Nayaka (Master of 9 emotions)"".
",Jaggesh
251,06-04-1984,https://upload.wikimedia.org/wikipedia/commons/7/79/Jai_at_Nadigar_Sangam_Election.jpg,"Jai Sampath, known mononymously as Jai, is an Indian actor working in Tamil films. The nephew of music composer Deva, Jai had worked as a keyboardist in films and had made his acting debut in a supporting role in Bagavathi (2002). In 2007, he successfully auditioned for a leading role in Venkat Prabhu's sports film Chennai 600028.
",Jai
252,12-07-1938,https://upload.wikimedia.org/wikipedia/en/9/95/Jaishankar_oldfilm.jpg,"Jaishankar (12 July 1938 – 3 June 2000)[1] was an Indian actor known for his work in Tamil cinema. He was credited onscreen with title of Makkal Kalingnar Jaishankar or Makkal Tamilan in most of the films starring him and is sometimes referred to as the ""Thennathu James Bond"" (South Indian James Bond) because of his roles in films such as Vallavan Oruvan and CID Shankar.
",Jaishankar
253,18-03-1981,https://upload.wikimedia.org/wikipedia/commons/c/c0/Jai_Akash_New.jpg,"Sathish Nageswaran, known by his stage name Jai Akash, is a Sri Lankan-Indian actor from London, who mainly acts in Tamil and Telugu films. He has appeared in a few Kannada and Hindi films as well.[1]
",Jai Akash
254,29-06-1954,,"Jai Jagadish (born 29 June 1954[1]) is an Indian film actor, director and producer in the Kannada film industry. Starting his career as an actor in Phalitamsha (1976), he went on to feature in over 300 films as an actor.[2] In 1998, he turned producer for the film Bhoomi Thayiya Chochchala Maga. His debut directorial film was Madana.[3] Some of the notable films of Jai Jagadish as an actor include Gaali Maathu (1981), Benkiyalli Aralida Hoovu (1983), Bandhana (1984), Madhuve Madu Tamashe Nodu (1986) and Garjane (1981), among others. His film Kothigalu Saar Kothigalu won the Filmfare Award for Best film.
He is the President of Wakayama Karate-Do India
",Jai Jagadish
255,,,"Jameel Khan is an Indian actor. Born in Bhadohi, Uttar Pradesh, Khan was educated at Sherwood College, Nainital and Aligarh Muslim University. He moved to Mumbai to pursue his acting career, and has acted in films such as Arjun Rampal starrer Asambhav, Gangs of Wasseypur, Goliyon Ki Rasleela Ram-Leela and Baby.[1][failed verification]
",Jameel Khan
256,03-03-1955,https://upload.wikimedia.org/wikipedia/commons/0/0f/Jaspal_Bhatti.jpg,"Jaspal Singh Bhatti (3 March 1955 – 25 October 2012) was an Indian television personality famous for his satirical take on the problems of the common man. He is most well known for his television series Flop Show, Full Tension and mini capsules Ulta Pulta which ran on Doordarshan, India's national television network, in the late 1980s and early 1990s. He was commonly known as ""King of Comedy"" and also ""King of Satire"".
",Jaspal Bhatti
257,25-04-1970,https://upload.wikimedia.org/wikipedia/commons/5/56/Jatin_Borah.JPG,"Jatin Bora (born 25 April 1970) is an Indian film actor and director who has appeared in Assamese language films since 1989. He is also an actor and director in some mobile theatre groups of Assam, including Aabahan, Hengool, Ashirbaad, Bhagyadevi, Kohinoor, Itihas and Surjya.
",Jatin Bora
258,10-10-1946,,"JayaPrakash Reddy is a Telugu actor[2] born in Sirvel, of Kurnool district in the state of Andhra Pradesh, India. He came into the limelight with the feature film Samarasimha Reddy where he played the role of Veera Raghava Reddy. Fondly called JP, he acted as the villain in the hit film Jayam Manade Raa and Chennakesava Reddy. Apart from villain roles, JP also acted in several comedy films. He had a role in the 2018 film MLA.[3]
",Jaya Prakash Reddy
259,,,"Jayadev Mohan, is an Indian actor and director who appears in Kannada and Tamil language films.
",Jayadev Mohan
260,10-09-1980,https://upload.wikimedia.org/wikipedia/commons/4/45/Jayam_Ravi_at_Naya_Gadget_Shop_Launch_Event.jpg,"Ravi Mohan (born 10 September 1980), better known by his stage name Jayam Ravi, is an Indian actor who works in the Tamil film industry. He has won three SIIMA Awards.
",Jayam Ravi
261,,https://upload.wikimedia.org/wikipedia/en/9/95/Jayan-%27Krishnan-Nair%27-pic.jpg,"Krishnan Nair (25 July 1939 – 16 November 1980), better known by his stage name Jayan, was an Indian film actor, naval officer, stunt performer and cultural icon of the 1970s. He starred in over 150 Malayalam films. During his film career, he was primarily an action star and was particularly famous for his macho image and unique style. He was reputed for his chauvinistic appeal and well known for performing stunts of a dangerous nature on his own. By the late 1970s, he became the most popular lead actor and bankable star of Malayalam cinema and has been acclaimed as the first action hero of Malayalam cinema.[1]
",Jayan
262,15-10-1915,https://upload.wikimedia.org/wikipedia/en/d/d6/Jayant-%27Zakaria_Khan%27-pic.jpg,"Jayant (real name Zakaria Khan) (15 October 1915 – 2 June 1975) was an Indian film actor.
",Jayant
263,10-12-1964,https://upload.wikimedia.org/wikipedia/commons/0/06/Jayaram_2008.jpg,"Jayaram Subramaniam, known mononymously as Jayaram, is an Indian actor who predominantly appears in Malayalam and Tamil films and a few Telugu films. He is also a chenda percussionist, mimicry artist, and occasional playback singer. Jayaram has acted in more than 200 films and has received several awards, including the Padma Shri, two Kerala State Film Awards, two Tamil Nadu State Film Awards, and four Filmfare Awards South.[2][3]
",Jayaram
264,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Karthik_Jayaram.jpg,"Jayaram Karthik is an Indian actor in the Kannada film industry. He is known for his work in the Colors Kannada television soap opera Ashwini Nakshatra, in which he played superstar actor Jay ""JK"" Krishna. He also acted in Siya Ke Ram as Raavana in Star Plus.[1] His first role as a lead actor came in Just Love.[2] He was second runner-up in the 2017 reality show Bigg Boss Kannada 5.
",Jayram Karthik
265,31-08-1978,https://upload.wikimedia.org/wikipedia/commons/9/9f/Jayasurya2018.jpg,"Jayasurya (born 31 August 1978) is an Indian actor, film producer, distributor, playback singer, and impressionist, who works in the Malayalam film industry. He has appeared in more than 100 films and has won several awards, including a National Film Award, two Kerala State Film Awards, a Filmfare Awards South for acting and Best actor at the Cincinnati Film Festival held in Cincinnati, USA. Jayasurya has also appeared in a few Tamil films.[2]
[3]
",Jayasurya
266,30-11-1978,https://upload.wikimedia.org/wikipedia/commons/c/c5/Jeet_%28actor%29_portrait_2017.jpg,"Jeet  (born Jeetendra Madnani) is an Indian actor, producer and television presenter who predominantly works in Bengali cinema.[1]
",Jeet
267,07-04-1942,https://upload.wikimedia.org/wikipedia/commons/5/59/Jeetendra_in_February_2020.jpg,"Jeetendra (born Ravi Kapoor on 7 April 1942) is an Indian actor, TV and film producer as chairman of the Balaji Telefilms, Balaji Motion Pictures and ALT Entertainment. Famous for his dancing, he was awarded a Filmfare Lifetime Achievement Award in 2003 and the Screen Lifetime Achievement Award in 2006. He had done more than 80 remakes of various South Indian films especially of Telugu language. During his long film career he gave 121 hits from 1960s.
",Jeetendra
268,30-11-1952,https://upload.wikimedia.org/wikipedia/commons/0/00/Jeeva_Telugu_actor.jpg,"Jeeva (born 30 November 1952) is an Indian film character actor, known for his works primarily in Telugu cinema and bit parts in Hindi. He has been working in films since 1978 and is well known for his negative roles in various Ram Gopal Varma films, particularly Satya (as Jagga), Ab Tak Chhappan (as Commissioner Suchak) and Sarkar (as Swami Virendra).[2] He has acted in around 250 Movies in Telugu and Hindi.[citation needed]
",Jeeva
269,24-10-1915,https://upload.wikimedia.org/wikipedia/commons/8/86/Actor_Jeevan.jpg,"Jeevan, born as Omkar Nath Dhar (24 October 1915  – 10 June 1987), was an Indian Bollywood actor who played Narad Muni in mythological films of the 1950s a total of 49 times.[1][2] Later, he played a villain in many films of the 1960s, 1970s and 1980s. His son Kiran Kumar is also an actor.[3]
",Jeevan
270,,,"Supriya Shukla (Mother)
",Jhanak Shukla
271,04-01-1984,https://upload.wikimedia.org/wikipedia/commons/4/43/Jiiva_latest_photoshoot.jpg,"Amar B. Choudary (born 4 January 1984), known professionally as Jiiva, is an Indian film actor, producer and philanthropist, who works mainly in Tamil cinema, as well as few films in Malayalam and Hindi. He is the youngest son of film producer R. B. Choudary. He began his career as a child actor in 1991 in films produced by his father. He made his debut as a lead actor in his father's 50th production, Aasai Aasaiyai (2003). After Sivaji Ganesan, Jiiva is the only Tamil actor to have been awarded at the Cyprus International Film Festival for his performance in the film Raam (2005).
",Jiiva
272,03-12-1970,https://upload.wikimedia.org/wikipedia/commons/5/54/Jimmy_Shergill.jpg,"Jasjit Singh Gill (born 3 December 1970), better known as Jimmy Sheirgill, is an Indian actor and film producer who works in Hindi and Punjabi films.[1]
",Jimmy Shergill
273,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Jisshu_Sengupta.jpg,"Jisshu Sengupta (born 1977), popularly known as Jisshu, is an Indian actor, producer and television presenter, who works in Bengali and Hindi language films. Jisshu made his debut in showbiz through a Bengali TV series, Mahaprabhu where he portrayed the role of Chaitanya Mahaprabhu. The role overnight catapulted him to stardom. Subsequently, he made his big screen debut with Priyojon (1999), which became a debacle at box office. In 2002, he played Tagore in Sukanta Roy's ambitious venture Chelebela alongside Debashree Roy playing Kadambari Devi.[1] He then appeared in a spate of critically and commercially unsuccessful projects. He made his Bollywood debut with Shyam Benegal's National Award winning film Netaji Subhas Chandra Bose: The Forgotten Hero (2004). A turning point came in his career when he collaborated with Rituparno Ghosh for the latter's Abohoman, which earned him critical acclaim. His subsequent collaborations with Ghosh for films which include Noukadubi and Shob Charitro Kalponik brought him a higher degree of critical and commercial success. Sengupta's collaborations with other directors for films such as Jaatishwar enabled him to become one of the most sought out actors in Bengali cinema.
",Jisshu Sengupta
274,23-10-1982,,"Ramesh Choudary (born 23 October 1982)[1] also known by his stage name Jithan Ramesh, is a Tamil film actor from Chennai, Tamil Nadu, India. He is the third son of film producer R. B. Choudary and elder brother of actor Jiiva. He made his Tamil debut in the film Jithan (2005), which shot him to stardom, and, as of 2014, he became a producer for the film Jilla.
",Jithan Ramesh
275,,,"S.M. Joe Simon is an Indian film director, actor, lyricist, screenplay and story writer, known for his work in Kannada cinema.  Some of the films directed by Simon are Mr. Vasu (1995), Wanted (1993), Ravivarma (1992), Snehada Kadalalli (1992).[2][3][4][5][6][7][8][9][10]
",Joe Simon
276,17-12-1972,https://upload.wikimedia.org/wikipedia/commons/0/02/John_in_2020.jpg,"John Abraham  (born 17 December 1972)[2] is an Indian film actor, film producer and former model who appears in Hindi films. After modelling for numerous advertisements and companies, he made his film debut with Jism (2003), which earned him the Filmfare Best Debut Award nomination.[3] This was followed by his first commercial success, Dhoom (2004). He received two Filmfare Award nominations, for his negative roles in Dhoom, and in Zinda (2006). He later appeared in the major critical success Water (2005).[4] He was nominated for a Filmfare Award for Best Supporting Actor for the film Baabul (2006). Since then, Abraham has starred in many critically and commercially successful films including Garam Masala (2005), Taxi No. 9211 (2006), Dostana (2008), New York (2009), Force (2011), Housefull 2 (2012), Race 2 (2013), Shootout at Wadala (2013), Madras Cafe (2013), Welcome Back (2015), Dishoom (2016), Parmanu: The Story of Pokhran (2018), Satyameva Jayate (2018) and Batla House (2019), thus establishing himself as a commercially successful actor of Hindi cinema.
",John Abraham
277,,,"Johnny Lever  is an Indian film actor and one of the most noted comedians in Hindi cinema. Lever is one of the first stand-up comedians in India.[1]
Lever has received thirteen Filmfare Awards nominations in Filmfare Award for Best Performance in a Comic Role, and has won the award twice, for his work in Deewana Mastana (1997) and Dulhe Raja (1998). He began his career in 1984, and has acted in more than three hundred Bollywood films.[2][3]
",Johnny Lever
278,11-11-1926,https://upload.wikimedia.org/wikipedia/commons/0/02/Johnny_Walker_dans_CID_%281955%29.jpg,"Badruddin Jamaluddin Kazi (11 November 1926 – 29 July 2003), better known by his stage name Johnny Walker, was an Indian actor who acted in around 300 films. He was born in Indore, British India, the son of a mill worker. His father was made redundant and the family moved to Bombay (now Mumbai). Kazi took various jobs as the sole breadwinner for the family, eventually becoming a bus conductor with Brihanmumbai Electric Supply and Transport (BEST).
",Johnny Walker
279,22-06-1974,https://upload.wikimedia.org/wikipedia/commons/c/cd/Vijay_at_the_Nadigar_Sangam_Protest.jpg,"C. Joseph Vijay[2] (born 22 June 1974) is an Indian film actor, playback singer and dancer who works in Tamil cinema. Referred to by fans and media as Thalapathy (commander), Vijay is the highest paid actor and one of the most significant figures in the industry.[3] By 2017, he became the second-highest grossing actor in Tamil cinema history, behind Rajinikanth.[4] As of 2019, Vijay has acted in 64 films as a lead actor and won numerous awards including three Tamil Nadu State Film Awards, eight Vijay Awards, an Indiatoday Award, SIIMA Award, Cosmopolitan Award and National Film Award UK, three Edison Awards and two Vikatan Awards. He received an honorary doctorate from the Dr. M.G.R. Educational and Research Institute of the Tamil Nadu Dr. M.G.R. Medical University in 2007 for his contributions to social welfare and in honour of his achievements in the film industry. He has been included five times in the Forbes India Celebrity 100 list, based on the earnings of Indian celebrities.
",Joseph Vijay
